PS1_M,PS1_V,PS1_S,PS1_K,PS2_M,PS2_V,PS2_S,PS2_K,PS3_M,PS3_V,PS3_S,PS3_K,PS4_M,PS4_V,PS4_S,PS4_K,PS5_M,PS5_V,PS5_S,PS5_K,PS6_M,PS6_V,PS6_S,PS6_K,TS1_M,TS1_V,TS1_S,TS1_K,TS2_M,TS2_V,TS2_S,TS2_K,TS3_M,TS3_V,TS3_S,TS3_K,TS4_M,TS4_V,TS4_S,TS4_K,EPS1_M,EPS1_V,EPS1_S,EPS1_K,FS1_M,FS1_V,FS1_S,FS1_K,FS2_M,FS2_V,FS2_S,FS2_K,VS1_M,VS1_V,VS1_S,VS1_K,CE_M,CE_V,CE_S,CE_K,CP_M,CP_V,CP_S,CP_K,SE_M,SE_V,SE_S,SE_K
2999.5,2999999.9166666665,0.0,-1.2000000000000006,2999.5,2999999.9166666665,0.0,-1.2000000000000006,2999.5,2999999.9166666665,0.0,-1.2000000000000006,2999.5,2999999.9166666665,0.0,-1.2000000000000006,2999.5,2999999.9166666665,0.0,-1.2000000000000006,2999.5,2999999.9166666665,0.0,-1.2000000000000006,29.5,299.9166666666667,0.0,-1.2,29.5,299.9166666666667,0.0,-1.2,29.5,299.9166666666667,0.0,-1.2,29.5,299.9166666666667,0.0,-1.2,2999.5,2999999.9166666665,0.0,-1.2000000000000006,299.5,29999.916666666668,0.0,-1.2000000000000002,299.5,29999.916666666668,0.0,-1.2000000000000002,29.5,299.9166666666667,0.0,-1.2,29.5,299.9166666666667,0.0,-1.2,29.5,299.9166666666667,0.0,-1.2,29.5,299.9166666666667,0.0,-1.2
160.67349166666625,194.27193889159724,1.273365948527235,0.4969798774076182,109.46691350000005,2219.4068741623514,-1.838312142065685,1.5111131123145718,1.9914753333333262,0.8942085730582222,-0.3736720753908903,6.528604591771868,0.0,0.0,0.0,0.0,9.842169500000013,0.007769824436416668,-0.001178012924317585,-1.2682844645939049,9.72809749999997,0.007286168660416666,-0.06665943579158869,-1.2851214842178065,35.62198333333334,0.09342221638888913,0.037994485389566984,-1.345153022538074,40.97876666666664,0.02341221222222234,0.13844485478054303,-1.445544670493853,38.471016666666664,0.007047683055555632,-0.7269774558610436,-0.6644413673482741,31.745250000000006,1.2257485541666668,0.25410369894044504,-1.4073254092396237,2538.929166666707,34447.60214930556,1.239496049870446,0.42691058621431077,6.709815000000007,9.077650754108333,-1.403307754487781,1.6857345535144423,10.304591666666655,0.008407974930555557,-0.3174856251525471,-1.3928481579214376,0.5769500000000001,0.0007210141666666657,-0.04613975018431562,-1.2810314569195864,39.60135,39.90732172750001,-0.2739113248682667,-1.4384294156756774,1.8627499999999997,0.07675512083333333,-0.3544359728020991,-1.4240726391139265,59.15718333333337,555.3148216163887,-2.083248052998386,2.654071958977062
160.60332000000074,199.31201877760003,1.2790102245291486,0.46155819762451467,109.3548903333334,2212.920635008973,-1.8388105071599714,1.5133470049885647,1.9762343333333219,0.8871539947545557,-0.31289189979073745,6.956540162190337,0.0,0.0,0.0,0.0,9.635142166666707,0.0014736849553055541,0.28984477830955463,-0.5634831665757143,9.529487833333397,0.0013186368519722221,0.2363393427013943,-0.5145445199980738,36.676966666666665,0.3373733655555556,-0.2988163116801828,-1.3619318063864079,41.53276666666667,0.11249584555555568,0.1182225663318003,-1.4538604606108643,38.97896666666667,0.030779198888889,-0.06968271501811475,-0.9368556528468166,34.49386666666666,0.18633868222222208,-0.3131756214400891,-1.053366407390501,2531.498900000043,36071.22451879,1.2670225453467294,0.4249208227006882,6.715314999999993,9.022465299108331,-1.450100269349944,1.6617194531549293,10.403098333333327,0.0003665653305555558,-0.0005098645003234965,-0.36683141899578775,0.5658500000000001,0.0007296941666666656,0.7906953274492519,-0.15292842840412257,25.786433333333324,2.7956483122222227,0.4113710828210792,-1.0876829781590769,1.2555500000000002,0.005473147500000001,0.41264068418510136,-1.1443064361567679,59.33561666666665,559.7135861697224,-2.074927167588483,2.635399454034163
160.34771999999944,201.3968494016,1.283171433646839,0.46552194964976445,109.15884466666672,2207.8856859022053,-1.8380048077886397,1.5107386353662875,1.9722239999999964,0.8900454598239999,-0.19607181724649178,8.221050737054345,0.0,0.0,0.0,0.0,9.5305478333333,0.0012826187119722213,0.18693600353159268,-0.49270856131951435,9.427948833333366,0.0012980158819722227,0.18554663504466506,-0.5065144889802444,37.88080000000001,0.30745889333333337,-0.4641681726263033,-1.2393913049497232,42.44245000000001,0.15001651416666686,-0.04326451252836629,-1.4565116756754035,39.63194999999999,0.06201678083333316,0.030373486332240147,-0.8801972023948097,35.64615,0.08493136083333315,-0.09701418523179871,-1.0452927118065731,2519.9280000000276,36374.48236266666,1.2709226121343968,0.42704990323205694,6.718521666666663,9.070549992863887,-1.4354538072837084,1.6482603092277994,10.366249999999996,0.0006937541666666655,0.07405618522998306,-0.41987702860537146,0.5765333333333332,0.001326548888888888,0.9582273181523054,0.060973101134890406,22.21823333333334,0.4006930788888893,0.3120962132205622,-1.094452229463295,1.113216666666666,0.0005321697222222218,0.2519999072918929,-0.8486199933248733,59.543150000000004,562.7893334608332,-2.080158290671263,2.6526700620012815
160.1880883333334,202.39663869553056,1.286674859331899,0.47203265139861683,109.06480716666653,2206.0218600706476,-1.8375795337291883,1.509870782212296,1.9465754999999827,0.8750783789664166,-0.16624211632162136,7.8909233047406735,0.0,0.0,0.0,0.0,9.438826666666722,0.001373850622222223,0.1624969807175538,-0.6579784401353406,9.337429500000049,0.0013966503630833333,0.16023376435228914,-0.6683621566768547,38.879049999999985,0.2619967808333335,-0.5575921927771532,-1.1077944997987932,43.40398333333333,0.15613654972222227,0.013094574253989888,-1.533251462943583,40.403383333333345,0.08011456972222195,0.45323733792137966,-0.8851049578562256,36.579466666666654,0.06770451555555573,-0.19516542681328417,-1.1670176761633193,2511.541633333386,36578.34754666555,1.2776690247698692,0.44322396654570584,6.720564999999993,9.106257969108333,-1.4101976590991832,1.6796654198465246,10.302678333333336,0.0007143515305555573,0.2700914166113471,-0.32445501097408425,0.5692666666666667,0.0011011622222222212,1.033801815090331,-0.07314942190827356,20.45981666666667,0.20425078305555563,0.18858241129021008,-0.16674127259059546,1.0621500000000001,0.000596094166666667,-0.027961397746677413,-1.0213380141005444,59.79489999999999,567.4863364900001,-2.0813690584905835,2.653043023915855
160.0004716666663,203.7825996608639,1.292638162768029,0.4832466153480266,108.93143433333374,2196.8943730073547,-1.8379557422805135,1.5119833209787918,1.9227069999999837,0.8653798538176667,0.01799646194612028,9.740375034521378,0.0,0.0,0.0,0.0,9.358761999999949,0.0008866463559999985,0.24430818114946312,-0.4742930652683288,9.260636166666663,0.0008173917919722212,0.2052540715812588,-0.458384196321723,39.80391666666669,0.2818478763888883,-0.5261145265107733,-1.1930463482878224,44.332750000000004,0.13664072083333328,-0.022146417344389557,-1.4523856372780135,41.310550000000006,0.08475231416666684,-0.0853843813060981,-1.1528770507968273,37.427899999999994,0.0564374899999999,-0.18607873834771388,-1.1595413147644518,2503.4495000000343,36573.66712975001,1.2812634790376871,0.45548451134932,6.690308333333334,9.054319203263887,-1.4262303407765742,1.6430872058414971,10.23775,0.0008494974999999978,0.2764414380683243,-0.7464537031333829,0.5773666666666666,0.0011024655555555549,0.8164690060987025,0.1374998592582668,19.787016666666677,0.08278758305555561,-0.026240120286343382,0.02658818560469456,1.0704666666666671,0.00045358222222222273,-0.4945177186032485,-0.28178917715385277,59.455266666666674,565.0915082622222,-2.0519258328917855,2.576796537697215
159.9202100000004,203.7722264225667,1.297706230131829,0.4934028129783119,108.88768166666719,2194.0188481693303,-1.8385957779568145,1.513942558622401,1.91328449999999,0.8696033105597498,0.1218067779974916,10.323991446379573,0.0,0.0,0.0,0.0,9.301159666666644,0.000965236173222225,0.09270305026584506,-0.6373412790928978,9.206877000000002,0.0009134818710000002,0.10135442437796308,-0.6315559002315716,40.65944999999999,0.25624578083333355,-0.5790272286946007,-1.0569615437809898,45.17061666666665,0.13459626972222194,-0.07471827442150934,-1.4604771882308096,42.12411666666665,0.06974980305555538,0.061553495549894095,-1.0275967961576522,38.21206666666665,0.04461076222222219,-0.15775522489216554,-1.0593523380345529,2501.007066666737,36673.249923395546,1.2806672212982504,0.4496549407017665,6.699023333333328,9.01411984278889,-1.4394139167300117,1.6766293134052646,10.178720000000004,0.000503034933333334,0.4305192734161021,0.04886364444352287,0.5726833333333334,0.0009286830555555543,0.5446138546301106,-0.867716429363806,19.149683333333336,0.07560591638888886,-0.3946407652079029,-0.27936074535635624,1.0720833333333333,0.00043910972222222243,-0.32149808760640003,-0.250938172241149,59.56333333333331,565.5586432222224,-2.063526948327045,2.6062828266390317
159.67267499999937,206.49462962770835,1.2934797591951173,0.48571693143387673,108.67646550000013,2188.8820213358104,-1.8364956577817644,1.5085678950462853,1.8880996666666647,0.8385491593998887,-0.06630575612966781,8.201142940327305,0.0,0.0,0.0,0.0,9.233941833333331,0.0006509207833055538,0.12001133919228711,-0.5732298400950229,9.14332016666673,0.0006522636599722211,0.0752639672568757,-0.5856046089643772,41.46363333333333,0.2562493655555554,-0.48870614602850915,-1.1902099085688767,45.94723333333334,0.11512287888888859,-0.10824750882027488,-1.3654658724836588,42.88811666666665,0.040103936388889025,-0.10405585473016356,-1.2950814710051028,38.93209999999999,0.037125923333333206,-0.2600000375490017,-1.0430898292382547,2494.4169000000775,37374.84278772333,1.2767967150336124,0.44168262120058976,6.6985733333333295,9.06012541128889,-1.4040941548067833,1.7253272048084796,10.140809999999998,0.00030947723333333286,0.19997429391343702,0.06933986742169251,0.5730333333333333,0.0010635988888888883,0.6814648485999496,-0.05252916974223698,18.666383333333332,0.05583823638888892,0.9782534346359781,0.9308783884696026,1.0816833333333336,0.00015741638888888915,0.05269827399148336,0.08006668795655258,59.789899999999975,568.2940739233335,-2.0755098241160326,2.6352672911517003
159.61445166666644,206.9657707993305,1.2871370280878915,0.4822273420754546,108.6517446666669,2190.496517046805,-1.8358868199455465,1.5074391058886656,1.8748941666666623,0.8417754069659723,0.026660768601877802,8.633491340597274,0.0,0.0,0.0,0.0,9.194159166666767,0.0007003798326388908,-0.029686530995608938,-0.719483030095692,9.105058166666646,0.000745858116638887,-0.055559630854954946,-0.6976547637838113,42.215266666666665,0.22899752888888864,-0.6238733483034248,-1.0006236875805437,46.66523333333335,0.10291341222222207,-0.06557872918191651,-1.5168301418752217,43.51988333333331,0.024949769722222293,0.3812785760885056,-0.6278746909112067,39.55896666666667,0.028888465555555506,-0.13919179784032729,-1.1899409338407065,2489.421533333364,36905.105509648885,1.2620654164429435,0.4238607150547389,6.678026666666669,9.013262315955554,-1.4002619410683599,1.7588631712140046,10.095978333333333,0.0003536311972222221,0.041844786875564595,-0.303589647303975,0.5720000000000002,0.001416133333333333,1.2407765347879658,0.7284731152746655,18.178433333333334,0.11075187888888888,-0.36843561453553303,-0.5042421759016573,1.0786999999999998,0.000337943333333334,-0.72771794151607,0.06031610784506647,59.59061666666667,564.6233958697225,-2.0729766039936326,2.6351726570877836
159.47574499999968,208.1985724783083,1.289343858043112,0.48810498896178256,108.52973849999994,2187.0370175417843,-1.8350630561576582,1.50526004949994,1.8581203333333367,0.835903743519889,0.1339956011530068,9.497860501352648,0.0,0.0,0.0,0.0,9.144616166666712,0.0005643495053055541,0.012641620649981422,-0.760706621407119,9.057066833333351,0.0006017123666388921,0.04829988400057256,-0.8011459010028839,42.89198333333331,0.20403451638888942,-0.6312305920071032,-1.0245021677581314,47.339433333333325,0.09636814555555567,0.004561614811898006,-1.5408696231359018,44.201249999999966,0.03098482083333335,-0.4792377337866607,-0.7589593322488994,40.08053333333334,0.03140194888888881,-0.14381516225529725,-1.1574049563494353,2484.4190666666937,37447.48916979556,1.2700991467187028,0.4416480339404689,6.6716516666666665,9.068054196997222,-1.365516585941047,1.7729827771402151,10.039710000000001,0.0003721458999999987,0.3677811471687422,-0.014516441693238846,0.5670666666666666,0.0010425955555555546,0.9075679932378842,0.28321954762996526,18.334866666666663,0.12658748222222221,0.3462175839020883,-0.42587746574014584,1.1150833333333332,0.0005136430555555543,0.8225493392000547,-0.020021952757895978,59.608883333333324,566.1764226697222,-2.064484684053161,2.612046793622732
